"","ID","year","LowCC","LandHa","Tave_sp","Tave_wt","PPT_wt"
"151","PAY_0014",2018,11.997653,0,5.9,-2.4,297
"152","PAY_0014",2019,11.7629805,0,5.2,-3.2,345
"153","PAY_0014",2020,11.7629805,0,5.4,-2.2,307
"154","PAY_0014",2021,11.6456442,0,5.1,-2.6,311
"155","PAY_0015",2011,6.3655033,0,0.8,-4.8,407
"156","PAY_0015",2012,6.4535055,0,3,-4.2,350
"157","PAY_0015",2013,6.5415077,0,2.8,-4.7,354
"158","PAY_0015",2014,6.7175126,0,3,-4.8,404
"159","PAY_0015",2015,7.8615432,0,4.4,-1.9,350
"160","PAY_0015",2016,11.0002937,0,4.3,-3.1,405
"161","PAY_0015",2017,11.1469641,0,3.1,-6.3,500
"162","PAY_0015",2018,10.9709597,0,3.5,-4.2,408
"163","PAY_0015",2019,10.8536224,0,2.8,-5,473
"164","PAY_0015",2020,10.648284,0,3,-4.1,422
"165","PAY_0015",2021,10.4722795,0,2.7,-4.5,427
"166","PAY_0016",2011,4.6054564,0,1.8,-4.1,359
"167","PAY_0016",2012,4.6347904,0,4,-3.5,309
"168","PAY_0016",2013,4.7814608,0,3.8,-4,312
"169","PAY_0016",2014,5.0161338,0,4,-4.1,356
"170","PAY_0016",2015,5.6028161,0,5.3,-1.2,308
"171","PAY_0016",2016,7.0695219,0,5.3,-2.4,357
"172","PAY_0016",2017,7.12819,0,4.1,-5.6,440
"173","PAY_0016",2018,7.1575241,0,4.5,-3.5,360
"174","PAY_0016",2019,7.0401878,0,3.8,-4.3,414
"175","PAY_0016",2020,6.5708418,0,4,-3.4,371
"176","PAY_0016",2021,6.4828396,0,3.7,-3.8,375
"177","PAY_0017",2011,41.6837769,0,6.2,-0.6,161
"178","PAY_0017",2012,41.7717819,0,8.3,0,138
"179","PAY_0017",2013,42.0357895,0,8.2,-0.5,139
"180","PAY_0017",2014,42.270462,0,8.4,-0.5,157
"181","PAY_0017",2015,42.9451447,0,9.7,2.4,139
"182","PAY_0017",2016,40.8330879,0,9.7,1.1,159
"183","PAY_0017",2017,40.9504242,0,8.4,-2,197
"184","PAY_0017",2018,41.1557655,0,8.9,0,161
"185","PAY_0017",2019,41.1850967,0,8.2,-0.8,193
"186","PAY_0017",2020,41.1557655,0,8.4,0.2,169
"187","PAY_0017",2021,41.331768,0,8.1,-0.2,172
"188","PAY_0018",2011,36.7263145,0,5.2,-1.2,197
"189","PAY_0018",2012,37.1956596,0,7.4,-0.7,170
"190","PAY_0018",2013,37.6943398,0,7.3,-1.2,171
"191","PAY_0018",2014,38.0756836,0,7.5,-1.2,192
"192","PAY_0018",2015,39.3957176,0,8.8,1.7,170
"193","PAY_0018",2016,36.7849808,0,8.8,0.5,195
"194","PAY_0018",2017,37.6063347,0,7.5,-2.7,241
"195","PAY_0018",2018,37.9583473,0,7.9,-0.7,197
"196","PAY_0018",2019,37.9290123,0,7.2,-1.5,236
"197","PAY_0018",2020,38.0463486,0,7.5,-0.5,206
"198","PAY_0018",2021,38.4570236,0,7.1,-0.9,210
"199","PAY_0019",2011,25.6086826,0,4.6,-1.7,221
"200","PAY_0019",2012,25.9606915,0,6.8,-1.1,190
"201","PAY_0019",2013,26.0780296,0,6.7,-1.6,192
"202","PAY_0019",2014,26.0486946,0,6.9,-1.7,216
"203","PAY_0019",2015,26.7233791,0,8.2,1.2,190
"204","PAY_0019",2016,25.0220013,0,8.2,0,219
"205","PAY_0019",2017,25.3446751,0,6.9,-3.2,270
"206","PAY_0019",2018,25.4620132,0,7.4,-1.1,221
"207","PAY_0019",2019,25.3740101,0,6.6,-1.9,263
"208","PAY_0019",2020,25.2566738,0,6.9,-0.9,231
"209","PAY_0019",2021,25.3740101,0,6.5,-1.4,235
"210","PAY_0020",2011,23.2326202,0,6.6,-0.4,138
"211","PAY_0020",2012,23.3206215,0,8.7,0.2,120
"212","PAY_0020",2013,23.3792896,0,8.6,-0.3,119
"213","PAY_0020",2014,23.1446171,0,8.8,-0.4,136
"214","PAY_0020",2015,23.5259609,0,10.1,2.5,119
"215","PAY_0020",2016,22.2645931,0,10.1,1.3,137
"216","PAY_0020",2017,22.23526,0,8.8,-1.9,170
"217","PAY_0020",2018,22.1472569,0,9.3,0.2,139
"218","PAY_0020",2019,22.1472569,0,8.5,-0.6,165
"219","PAY_0020",2020,21.765913,0,8.8,0.4,145
"220","PAY_0020",2021,21.9125843,0,8.5,-0.1,148
"221","PAY_0021",2011,17.8938103,0,5,-1.5,206
"222","PAY_0021",2012,18.0404816,0,7.2,-0.9,178
"223","PAY_0021",2013,17.9818134,0,7.1,-1.4,179
"224","PAY_0021",2014,18.0991497,0,7.3,-1.5,203
"225","PAY_0021",2015,19.2431793,0,8.6,1.4,177
"226","PAY_0021",2016,22.1765919,0,8.6,0.2,204
"227","PAY_0021",2017,22.4405975,0,7.3,-3,253
"228","PAY_0021",2018,22.5579357,0,7.8,-0.9,206
"229","PAY_0021",2019,22.4112644,0,7,-1.7,244
"230","PAY_0021",2020,22.3819294,0,7.3,-0.7,215
"231","PAY_0021",2021,22.4112644,0,6.9,-1.2,219
"232","PAY_0022",2011,17.8938103,0,3.5,-2.6,282
"233","PAY_0022",2012,17.5418015,0,5.7,-2,242
"234","PAY_0022",2013,17.4244652,0,5.5,-2.5,244
"235","PAY_0022",2014,17.1604576,0,5.7,-2.6,277
"236","PAY_0022",2015,18.1284828,0,7.1,0.3,242
"237","PAY_0022",2016,22.1179237,0,7,-0.9,279
"238","PAY_0022",2017,22.4699326,0.0293341,5.8,-4.1,345
"239","PAY_0022",2018,22.3819294,0.0293341,6.2,-2.1,282
"240","PAY_0022",2019,21.9712524,0.0293341,5.5,-2.8,331
"241","PAY_0022",2020,21.765913,0.0293341,5.7,-1.9,293
"242","PAY_0022",2021,21.9712524,0.0293341,5.4,-2.3,297
"243","PAY_0023",2011,7.12819,0,2.5,-3.4,332
"244","PAY_0023",2012,6.7175126,0,4.7,-2.9,286
"245","PAY_0023",2013,6.6295099,0,4.5,-3.4,289
"246","PAY_0023",2014,6.2188325,0,4.7,-3.4,327
"247","PAY_0023",2015,6.4241714,0,6.1,-0.5,286
"248","PAY_0023",2016,6.7761807,0,6,-1.7,330
"249","PAY_0023",2017,6.9521852,3.0800822,4.8,-4.9,408
"250","PAY_0023",2018,6.8348489,3.0800822,5.2,-2.9,332
"251","PAY_0023",2019,6.7468467,3.0800822,4.5,-3.6,389
"252","PAY_0023",2020,6.7175126,3.0800822,4.7,-2.7,345
"253","PAY_0023",2021,6.7468467,3.0800822,4.4,-3.1,350
"254","PAY_0024",2011,10.1202698,0,2.7,-3.4,325
"255","PAY_0024",2012,10.4429455,0,4.8,-2.8,280
"256","PAY_0024",2013,10.7656202,0,4.7,-3.3,283
"257","PAY_0024",2014,10.5309477,0,4.9,-3.4,321
"258","PAY_0024",2015,10.9709597,0,6.2,-0.5,280
"259","PAY_0024",2016,11.0882959,0,6.2,-1.7,324
"260","PAY_0024",2017,10.8536224,0,4.9,-4.8,400
"261","PAY_0024",2018,10.6189499,0,5.4,-2.8,326
"262","PAY_0024",2019,10.2962742,0,4.6,-3.6,379
"263","PAY_0024",2020,10.3549423,0,4.9,-2.6,338
"264","PAY_0024",2021,10.1202698,0,4.5,-3.1,342
"265","PAY_0025",2011,17.747139,0,1.2,-4.5,396
"266","PAY_0025",2012,18.216486,0,3.4,-3.9,341
"267","PAY_0025",2013,18.4804935,0,3.2,-4.4,345
"268","PAY_0025",2014,18.6271629,0,3.5,-4.5,392
"269","PAY_0025",2015,20.0645351,0,4.8,-1.6,341
"270","PAY_0025",2016,22.3819294,0,4.8,-2.8,395
"271","PAY_0025",2017,22.1472569,0,3.5,-6,488
"272","PAY_0025",2018,21.3552361,0,3.9,-3.9,397
"273","PAY_0025",2019,20.8272228,0,3.2,-4.7,460
"274","PAY_0025",2020,20.5338802,0,3.5,-3.8,411
"275","PAY_0025",2021,19.9471989,0,3.1,-4.2,416
"276","PAY_0026",2011,15.8404226,0,-0.1,-5.6,455
"277","PAY_0026",2012,16.89645,0,2.1,-5,392
"278","PAY_0026",2013,17.365797,0,1.9,-5.5,396
"279","PAY_0026",2014,17.5711346,0,2.1,-5.5,451
"280","PAY_0026",2015,18.3924904,0,3.5,-2.6,392
"281","PAY_0026",2016,19.8885307,0,3.4,-3.8,455
"282","PAY_0026",2017,20.2405396,0,2.2,-7,561
"283","PAY_0026",2018,20.3578758,0,2.6,-5,456
"284","PAY_0026",2019,20.5338802,0,1.9,-5.8,527
"285","PAY_0026",2020,20.5338802,0,2.1,-4.8,471
"286","PAY_0026",2021,20.2112064,0,1.8,-5.3,477
"287","PAY_0027",2011,37.1076546,0,5.5,-1,191
"288","PAY_0027",2012,37.2249908,0,7.7,-0.4,164
"289","PAY_0027",2013,37.4303322,0,7.6,-1,166
"290","PAY_0027",2014,37.782341,0,7.8,-1,186
"291","PAY_0027",2015,38.6917,0,9.1,1.9,165
"292","PAY_0027",2016,38.4863586,0,9.1,0.7,189
"293","PAY_0027",2017,39.0730438,0,7.8,-2.5,234
"294","PAY_0027",2018,39.4543839,0,8.2,-0.4,190
"295","PAY_0027",2019,39.7183914,0,7.5,-1.2,229
"296","PAY_0027",2020,39.7183914,0,7.8,-0.3,200
"297","PAY_0027",2021,40.1877365,0,7.4,-0.7,204
"298","PAY_0028",2011,21.4139042,0,4,-2.1,251
"299","PAY_0028",2012,21.5899086,0,6.2,-1.5,216
"300","PAY_0028",2013,21.6779118,0,6,-2.1,218
"301","PAY_0028",2014,21.5899086,0,6.2,-2.1,244
"302","PAY_0028",2015,22.7046051,0,7.6,0.8,216
"303","PAY_0028",2016,23.2326202,0,7.5,-0.4,249
"304","PAY_0028",2017,24.0539742,0,6.2,-3.6,307
"305","PAY_0028",2018,24.3179817,0,6.7,-1.5,250
"306","PAY_0028",2019,24.024641,0,6,-2.3,299
"307","PAY_0028",2020,23.8486366,0,6.2,-1.4,262
"308","PAY_0028",2021,24.0833092,0,5.9,-1.8,267
"309","PAY_0029",2011,14.5497217,0,5,-1.5,213
"310","PAY_0029",2012,14.3443823,0,7.1,-0.9,183
"311","PAY_0029",2013,13.9630394,0,7,-1.4,184
"312","PAY_0029",2014,13.5523615,0,7.2,-1.5,208
"313","PAY_0029",2015,13.6696978,0,8.5,1.4,183
"314","PAY_0029",2016,12.7310066,0,8.5,0.2,211
"315","PAY_0029",2017,12.4963331,0,7.2,-3,261
"316","PAY_0029",2018,11.9683189,0,7.7,-0.9,212
"317","PAY_0029",2019,11.557642,0,6.9,-1.7,254
"318","PAY_0029",2020,11.2936344,0,7.2,-0.7,222
"319","PAY_0029",2021,11.2349663,0,6.9,-1.2,226
"320","PAY_0030",2011,17.336462,0,5.5,-1.2,191
"321","PAY_0030",2012,16.9551182,0,7.6,-0.6,165
"322","PAY_0030",2013,16.6031094,0,7.5,-1.1,166
"323","PAY_0030",2014,16.3097687,0,7.7,-1.1,188
"324","PAY_0030",2015,16.7497807,0,9,1.8,165
"325","PAY_0030",2016,15.6057491,0,9,0.5,190
"326","PAY_0030",2017,15.2830744,0,7.7,-2.6,235
"327","PAY_0030",2018,14.6963921,0,8.2,-0.6,191
"328","PAY_0030",2019,14.3737164,0,7.5,-1.4,228
"329","PAY_0030",2020,14.0217075,0,7.7,-0.4,200
"330","PAY_0030",2021,14.3150482,0,7.4,-0.8,204
"331","PAY_0031",2011,13.3763571,0,5.1,-1.4,205
"332","PAY_0031",2012,13.2003517,0,7.3,-0.9,177
"333","PAY_0031",2013,13.2883539,0,7.1,-1.4,178
"334","PAY_0031",2014,13.2003517,0,7.3,-1.4,202
"335","PAY_0031",2015,14.2563801,0,8.7,1.5,177
"336","PAY_0031",2016,15.6350832,0,8.6,0.3,204
"337","PAY_0031",2017,15.547081,4.6641245,7.4,-2.9,253
"338","PAY_0031",2018,15.136404,4.6641245,7.8,-0.9,205
"339","PAY_0031",2019,14.8723965,4.6641245,7.1,-1.7,243
"340","PAY_0031",2020,14.9017305,4.6641245,7.3,-0.7,214
"341","PAY_0031",2021,15.0190668,4.6641245,7,-1.1,218
"342","PAY_0032",2011,7.4215312,0,3.5,-2.7,284
"343","PAY_0032",2012,7.3041949,0,5.7,-2.1,245
"344","PAY_0032",2013,7.333529,0,5.5,-2.6,247
"345","PAY_0032",2014,7.4215312,0,5.7,-2.6,279
"346","PAY_0032",2015,8.7122326,0,7.1,0.3,244
"347","PAY_0032",2016,12.0856552,0,7,-1,283
"348","PAY_0032",2017,12.3496628,17.1897926,5.7,-4.1,350
"349","PAY_0032",2018,12.2616606,17.1897926,6.2,-2.1,284
"350","PAY_0032",2019,11.9389849,17.1897926,5.5,-2.9,334
"351","PAY_0032",2020,11.7923145,17.1897926,5.7,-1.9,296
"352","PAY_0032",2021,11.9096508,17.1897926,5.4,-2.3,300
"353","PAY_0033",2011,8.5068932,0,1.3,-4.3,396
"354","PAY_0033",2012,8.2135525,0,3.5,-3.8,340
"355","PAY_0033",2013,8.0962162,0,3.4,-4.3,344
"356","PAY_0033",2014,7.9202113,0,3.6,-4.3,389
"357","PAY_0033",2015,8.008214,0,4.9,-1.4,341
"358","PAY_0033",2016,8.1548843,0,4.9,-2.6,395
"359","PAY_0033",2017,7.6562042,15.1657381,3.6,-5.8,488
"360","PAY_0033",2018,7.1575241,15.1657381,4,-3.8,395
"361","PAY_0033",2019,6.893517,15.1657381,3.3,-4.6,464
"362","PAY_0033",2020,6.6588445,15.1657381,3.6,-3.6,411
"363","PAY_0033",2021,6.4828396,15.1657381,3.2,-4,417
"364","PAY_0034",2011,31.3288345,0,0.4,-5.1,446
"365","PAY_0034",2012,31.8275146,0,2.6,-4.6,384
"366","PAY_0034",2013,31.9155178,0,2.4,-5.1,388
"367","PAY_0034",2014,31.5928421,0,2.6,-5.1,439
"368","PAY_0034",2015,31.9448509,0,3.9,-2.2,384
"369","PAY_0034",2016,31.9155178,0,3.9,-3.4,445
"370","PAY_0034",2017,30.7714882,2.7280726,2.6,-6.6,550
"371","PAY_0034",2018,29.6274567,2.7280726,3.1,-4.6,445
"372","PAY_0034",2019,28.4247589,2.7280726,2.4,-5.4,521
"373","PAY_0034",2020,27.6034031,2.7280726,2.6,-4.4,462
"374","PAY_0034",2021,26.2833672,2.7280726,2.3,-4.8,469
"375","PAY_0035",2011,46.8465843,0,-0.3,-5.7,482
"376","PAY_0035",2012,47.7852745,0,1.9,-5.2,415
"377","PAY_0035",2013,48.0492821,0,1.7,-5.7,420
"378","PAY_0035",2014,47.7266045,0,1.9,-5.7,476
"379","PAY_0035",2015,48.7239647,0,3.2,-2.8,415
"380","PAY_0035",2016,48.8119698,0,3.2,-4,483
"381","PAY_0035",2017,48.2546196,0,1.9,-7.2,596
"382","PAY_0035",2018,47.6972733,0,2.4,-5.2,482
"383","PAY_0035",2019,46.3185692,0,1.7,-6,561
"384","PAY_0035",2020,45.5852165,0,1.9,-5,499
"385","PAY_0035",2021,44.6758575,0,1.6,-5.4,507
"386","PAY_0036",2011,36.8436508,0,-0.5,-5.9,481
"387","PAY_0036",2012,37.9583473,0,1.7,-5.3,414
"388","PAY_0036",2013,38.9263725,0,1.5,-5.8,419
"389","PAY_0036",2014,38.7503662,0,1.8,-5.9,475
"390","PAY_0036",2015,39.8357277,0,3.1,-3,414
"391","PAY_0036",2016,41.7131119,0,3.1,-4.2,481
"392","PAY_0036",2017,42.270462,0,1.8,-7.3,595
"393","PAY_0036",2018,42.5051346,0,2.2,-5.3,481
"394","PAY_0036",2019,42.1531258,0,1.5,-6.1,557
"395","PAY_0036",2020,41.8891182,0,1.8,-5.1,497
"396","PAY_0036",2021,41.8597832,0,1.4,-5.6,504
"397","PAY_0037",2011,25.8433552,0,3.8,-2.3,276
"398","PAY_0037",2012,26.6060429,0,6,-1.7,236
"399","PAY_0037",2013,27.3100624,0,5.9,-2.2,240
"400","PAY_0037",2014,28.1607513,0,6.1,-2.2,267
"401","PAY_0037",2015,29.1581116,0,7.4,0.7,238
"402","PAY_0037",2016,31.5928421,0,7.4,-0.6,274
"403","PAY_0037",2017,32.7955399,0.3226753,6.1,-3.8,338
"404","PAY_0037",2018,33.323555,0.3226753,6.6,-1.7,274
"405","PAY_0037",2019,34.0862427,0.3226753,5.8,-2.5,330
"406","PAY_0037",2020,34.7609253,0.3226753,6.1,-1.5,288
"407","PAY_0037",2021,35.3769417,0.3226753,5.7,-2,294
"408","PAY_0038",2011,13.6990318,0,4,-2.2,270
"409","PAY_0038",2012,13.6110296,0,6.2,-1.6,232
"410","PAY_0038",2013,13.5523615,0,6,-2.1,234
"411","PAY_0038",2014,13.6696978,0,6.2,-2.2,262
"412","PAY_0038",2015,14.3737164,0,7.5,0.7,233
"413","PAY_0038",2016,17.365797,0,7.5,-0.5,269
"414","PAY_0038",2017,18.1578178,2.7574069,6.2,-3.7,332
"415","PAY_0038",2018,18.3044872,2.7574069,6.7,-1.6,269
"416","PAY_0038",2019,18.7444992,2.7574069,6,-2.4,323
"417","PAY_0038",2020,19.0378418,2.7574069,6.2,-1.4,281
"418","PAY_0038",2021,19.3605156,2.7574069,5.9,-1.9,288
"419","PAY_0039",2011,10.5602818,0,3.9,-2.3,274
"420","PAY_0039",2012,10.208272,0,6.1,-1.7,235
"421","PAY_0039",2013,9.6802578,0,6,-2.2,238
"422","PAY_0039",2014,9.4162512,0,6.2,-2.2,267
"423","PAY_0039",2015,9.7095919,0,7.5,0.7,236
"424","PAY_0039",2016,10.1202698,0,7.5,-0.6,273
"425","PAY_0039",2017,9.9735994,8.1548843,6.2,-3.7,337
"426","PAY_0039",2018,9.7389259,8.1548843,6.6,-1.7,273
"427","PAY_0039",2019,9.6509237,8.1548843,5.9,-2.5,327
"428","PAY_0039",2020,9.4749193,8.1548843,6.2,-1.5,285
"429","PAY_0039",2021,9.5042534,8.1548843,5.8,-1.9,292
"430","PAY_0040",2011,12.0269871,0,3.9,-2.3,275
"431","PAY_0040",2012,11.0882959,0,6.1,-1.7,236
"432","PAY_0040",2013,10.6189499,0,6,-2.2,239
"433","PAY_0040",2014,10.1789379,0,6.2,-2.3,269
"434","PAY_0040",2015,9.8562632,0,7.5,0.6,237
"435","PAY_0040",2016,9.4455853,0,7.5,-0.6,274
"436","PAY_0040",2017,9.0935755,13.8457022,6.2,-3.8,339
"437","PAY_0040",2018,8.3602228,13.8457022,6.6,-1.7,274
