"","ID","year","LowCC","LandHa","Tave_sp","Tave_wt","PPT_wt"
"39","LKV_0004",2016,8.2135525,0,7.1,0,245
"40","LKV_0004",2017,8.1255503,0,6.2,-2.6,300
"41","LKV_0004",2018,8.1842184,0,6.1,0.1,77
"42","LKV_0004",2019,8.1548843,0,5.7,-1.4,217
"43","LKV_0004",2020,8.008214,0,6.1,0.2,136
"44","LKV_0004",2021,8.0668821,0,6,-0.2,105
"45","LKV_0005",2011,4.018774,0,4.4,-0.1,169
"46","LKV_0005",2012,4.3121152,0,6.6,-0.1,102
"47","LKV_0005",2013,4.4001174,0,7,-1.1,104
"48","LKV_0005",2014,4.6054564,0,7.3,0.5,120
"49","LKV_0005",2015,4.6054564,0,7.9,3,132
"50","LKV_0005",2016,3.9014373,0,8,0.6,193
"51","LKV_0005",2017,3.9014373,0,7,-2.1,234
"52","LKV_0005",2018,3.784101,0,7,0.7,61
"53","LKV_0005",2019,3.7547667,0,6.6,-0.9,169
"54","LKV_0005",2020,3.7254326,0,6.9,0.8,107
"55","LKV_0005",2021,3.8134351,0,6.9,0.4,81
"56","LKV_0006",2011,36.0809631,25.2273388,1.1,-2.4,364
"57","LKV_0006",2012,36.7556458,25.2273388,3.2,-2.3,219
"58","LKV_0006",2013,37.5770035,25.2273388,3.6,-3.4,222
"59","LKV_0006",2014,38.3690224,25.2273388,4,-1.8,266
"60","LKV_0006",2015,38.5156937,25.2273388,4.5,0.7,284
"61","LKV_0006",2016,39.5130539,25.2273388,4.6,-1.7,411
"62","LKV_0006",2017,39.5423889,25.2273388,3.7,-4.3,506
"63","LKV_0006",2018,39.7770615,25.2273388,3.6,-1.6,130
"64","LKV_0006",2019,39.982399,25.2273388,3.3,-3.1,371
"65","LKV_0006",2020,40.2464066,25.2273388,3.6,-1.5,227
"66","LKV_0006",2021,40.6570854,25.2273388,3.6,-1.9,177
"67","LKV_0007",2011,19.6538582,0,3.3,-0.8,236
"68","LKV_0007",2012,19.8298626,0,5.5,-0.8,142
"69","LKV_0007",2013,20.0645351,0,5.9,-1.9,145
"70","LKV_0007",2014,20.1525383,0,6.3,-0.3,170
"71","LKV_0007",2015,20.0938683,0,6.8,2.2,184
"72","LKV_0007",2016,20.005867,0,6.9,-0.2,268
"73","LKV_0007",2017,19.976532,0,5.9,-2.8,328
"74","LKV_0007",2018,20.0645351,0,5.9,-0.1,85
"75","LKV_0007",2019,20.3285427,0,5.5,-1.6,239
"76","LKV_0007",2020,20.416544,0,5.8,0,149
"77","LKV_0007",2021,20.416544,0,5.8,-0.3,115
"78","LKV_0008",2011,19.2431793,2.9627457,1.5,-2,361
"79","LKV_0008",2012,19.976532,2.9627457,3.6,-2,219
"80","LKV_0008",2013,20.3285427,2.9627457,4,-3.1,221
"81","LKV_0008",2014,21.3259029,2.9627457,4.4,-1.5,265
"82","LKV_0008",2015,21.8539162,2.9627457,4.9,1,283
"83","LKV_0008",2016,21.3552361,2.9627457,5,-1.4,408
"84","LKV_0008",2017,21.4139042,2.9627457,4.1,-4,505
"85","LKV_0008",2018,21.3552361,2.9627457,4,-1.3,131
"86","LKV_0008",2019,21.4139042,2.9627457,3.7,-2.8,373
"87","LKV_0008",2020,21.3845711,2.9627457,4,-1.2,227
"88","LKV_0008",2021,21.2672329,2.9627457,4,-1.6,178
"89","LKV_0009",2011,34.1155777,7.568202,1.2,-2.3,355
"90","LKV_0009",2012,34.6142578,7.568202,3.4,-2.2,213
"91","LKV_0009",2013,34.9662666,7.568202,3.8,-3.3,218
"92","LKV_0009",2014,35.1422691,7.568202,4.2,-1.7,259
"93","LKV_0009",2015,35.0542679,7.568202,4.7,0.8,278
"94","LKV_0009",2016,35.7582855,7.568202,4.8,-1.6,402
"95","LKV_0009",2017,35.523613,7.568202,3.8,-4.2,495
"96","LKV_0009",2018,35.3476105,7.568202,3.8,-1.5,128
"97","LKV_0009",2019,35.523613,7.568202,3.4,-3,363
"98","LKV_0009",2020,35.4356117,7.568202,3.7,-1.4,222
"99","LKV_0009",2021,35.2596054,7.568202,3.7,-1.8,173
"100","LKV_0010",2011,12.5550013,0,3.9,-0.5,207
"101","LKV_0010",2012,12.6723375,0,6,-0.5,124
"102","LKV_0010",2013,12.8190088,0,6.4,-1.5,127
"103","LKV_0010",2014,12.8483429,0,6.8,0.1,148
"104","LKV_0010",2015,12.7896748,0,7.3,2.6,162
"105","LKV_0010",2016,12.4963331,0,7.4,0.1,236
"106","LKV_0010",2017,12.5256672,0,6.5,-2.4,288
"107","LKV_0010",2018,12.6136694,0,6.4,0.3,74
"108","LKV_0010",2019,12.7896748,0,6,-1.3,209
"109","LKV_0010",2020,12.7603407,0,6.4,0.4,131
"110","LKV_0010",2021,12.7310066,0,6.3,0,100
"111","LKV_0011",2011,24.3766499,0,1.6,-1.9,360
"112","LKV_0011",2012,25.1100025,0,3.7,-1.9,218
"113","LKV_0011",2013,26.5180397,0,4.2,-2.9,220
"114","LKV_0011",2014,28.1314163,0,4.6,-1.3,265
"115","LKV_0011",2015,29.2167797,0,5.1,1.2,282
"116","LKV_0011",2016,28.3660889,0,5.2,-1.3,406
"117","LKV_0011",2017,28.8061008,0,4.2,-3.8,504
"118","LKV_0011",2018,28.6007633,0,4.2,-1.1,131
"119","LKV_0011",2019,28.5714283,0,3.8,-2.7,374
"120","LKV_0011",2020,28.2194195,0,4.1,-1,226
"121","LKV_0011",2021,28.3367558,0,4.1,-1.4,178
"122","LKV_0012",2011,23.2619534,2.7280726,1.5,-2.1,361
"123","LKV_0012",2012,24.435318,2.7280726,3.6,-2,218
"124","LKV_0012",2013,25.2860069,2.7280726,4,-3.1,221
"125","LKV_0012",2014,26.1366978,2.7280726,4.4,-1.5,266
"126","LKV_0012",2015,26.7233791,2.7280726,4.9,1,283
"127","LKV_0012",2016,25.8726902,2.7280726,5,-1.4,409
"128","LKV_0012",2017,26.1660309,2.7280726,4.1,-4,506
"129","LKV_0012",2018,26.3420353,2.7280726,4,-1.3,131
"130","LKV_0012",2019,26.5180397,2.7280726,3.7,-2.8,374
"131","LKV_0012",2020,26.5180397,2.7280726,4,-1.2,227
"132","LKV_0012",2021,26.7527142,2.7280726,4,-1.6,178
"133","LKV_0013",2011,26.0780296,3.8721032,2.1,-1.6,303
"134","LKV_0013",2012,26.1366978,3.8721032,4.3,-1.6,182
"135","LKV_0013",2013,26.1953659,3.8721032,4.7,-2.7,186
"136","LKV_0013",2014,26.0193596,3.8721032,5.1,-1.1,220
"137","LKV_0013",2015,25.8433552,3.8721032,5.6,1.4,237
"138","LKV_0013",2016,25.7260189,3.8721032,5.7,-1,344
"139","LKV_0013",2017,25.5206814,3.8721032,4.7,-3.6,423
"140","LKV_0013",2018,25.2566738,3.8721032,4.7,-0.9,109
"141","LKV_0013",2019,25.0806694,3.8721032,4.3,-2.4,310
"142","LKV_0013",2020,24.8166618,3.8721032,4.6,-0.8,190
"143","LKV_0013",2021,24.435318,3.8721032,4.6,-1.2,148
"144","LKV_0014",2011,30.5074806,0,1.7,-1.8,350
"145","LKV_0014",2012,30.8008213,0,3.8,-1.7,211
"146","LKV_0014",2013,31.3875046,0,4.3,-2.8,215
"147","LKV_0014",2014,31.6808453,0,4.7,-1.1,257
"148","LKV_0014",2015,31.7395134,0,5.2,1.3,275
"149","LKV_0014",2016,30.8301563,0,5.2,-1.2,397
"150","LKV_0014",2017,30.4781456,0,4.3,-3.7,490
"151","LKV_0014",2018,30.0381336,0,4.3,-0.9,128
"152","LKV_0014",2019,29.3634491,0,3.9,-2.5,364
"153","LKV_0014",2020,28.6300964,0,4.2,-0.9,220
"154","LKV_0014",2021,28.3954239,0,4.2,-1.3,174
"155","LKV_0015",2011,18.216486,0,1.6,-1.9,358
"156","LKV_0015",2012,18.9498386,0,3.7,-1.9,216
"157","LKV_0015",2013,20.2405396,0,4.2,-2.9,219
"158","LKV_0015",2014,21.1205635,0,4.6,-1.3,265
"159","LKV_0015",2015,21.9712524,0,5.1,1.2,281
"160","LKV_0015",2016,21.8245811,0,5.1,-1.3,405
"161","LKV_0015",2017,22.1765919,0,4.2,-3.8,503
"162","LKV_0015",2018,22.2645931,0,4.2,-1.1,131
"163","LKV_0015",2019,21.8539162,0,3.8,-2.7,373
"164","LKV_0015",2020,21.6485767,0,4.1,-1,225
"165","LKV_0015",2021,22.1179237,0,4.1,-1.4,178
"166","LKV_0016",2011,12.2029924,0,1.5,-2,359
"167","LKV_0016",2012,12.9656792,0,3.6,-2,216
"168","LKV_0016",2013,13.8163681,0,4,-3.1,220
"169","LKV_0016",2014,14.0217075,0,4.4,-1.4,264
"170","LKV_0016",2015,14.6963921,0,4.9,1,281
"171","LKV_0016",2016,14.1390438,0,5,-1.4,406
"172","LKV_0016",2017,14.3150482,0,4.1,-4,504
"173","LKV_0016",2018,14.4617186,0,4,-1.2,131
"174","LKV_0016",2019,14.6083899,0,3.7,-2.8,373
"175","LKV_0016",2020,14.5203876,0,4,-1.2,226
"176","LKV_0016",2021,15.136404,0,4,-1.6,178
"177","LKV_0017",2011,31.5928421,14.9017305,1.2,-2.3,355
"178","LKV_0017",2012,32.0915222,14.9017305,3.3,-2.2,213
"179","LKV_0017",2013,32.5902023,14.9017305,3.7,-3.3,219
"180","LKV_0017",2014,32.9422112,14.9017305,4.1,-1.7,259
"181","LKV_0017",2015,33.5582275,14.9017305,4.6,0.8,279
"182","LKV_0017",2016,33.1768837,14.9017305,4.7,-1.7,403
"183","LKV_0017",2017,33.4408913,14.9017305,3.8,-4.2,497
"184","LKV_0017",2018,33.7048988,14.9017305,3.7,-1.5,129
"185","LKV_0017",2019,33.4995613,14.9017305,3.4,-3,365
"186","LKV_0017",2020,33.1768837,14.9017305,3.7,-1.4,223
"187","LKV_0017",2021,32.7955399,14.9017305,3.7,-1.8,174
"188","LKV_0018",2011,17.5418015,3.5200939,3.4,-0.8,230
"189","LKV_0018",2012,17.5124664,3.5200939,5.5,-0.8,138
"190","LKV_0018",2013,17.5124664,3.5200939,5.9,-1.8,142
"191","LKV_0018",2014,17.5711346,3.5200939,6.3,-0.2,166
"192","LKV_0018",2015,17.6004696,3.5200939,6.8,2.3,180
"193","LKV_0018",2016,17.5124664,3.5200939,6.9,-0.2,263
"194","LKV_0018",2017,17.365797,3.5200939,6,-2.7,322
"195","LKV_0018",2018,17.3071289,3.5200939,5.9,0,83
"196","LKV_0018",2019,17.1897926,3.5200939,5.6,-1.6,235
"197","LKV_0018",2020,17.2777939,3.5200939,5.9,0.1,146
"198","LKV_0018",2021,17.1311226,3.5200939,5.9,-0.3,113
"199","LKV_0019",2011,33.1475525,0,1.7,-1.7,343
"200","LKV_0019",2012,33.4995613,0,3.8,-1.6,207
"201","LKV_0019",2013,33.6462288,0,4.3,-2.7,213
"202","LKV_0019",2014,33.8222351,0,4.7,-1.1,249
"203","LKV_0019",2015,34.1742439,0,5.2,1.4,270
"204","LKV_0019",2016,32.7075386,0,5.3,-1.1,393
"205","LKV_0019",2017,32.7955399,0,4.3,-3.6,479
"206","LKV_0019",2018,32.3555298,0,4.3,-0.9,125
"207","LKV_0019",2019,32.0915222,0,3.9,-2.4,357
"208","LKV_0019",2020,31.4461727,0,4.3,-0.8,218
"209","LKV_0019",2021,30.7714882,0,4.2,-1.2,170
"210","LKV_0020",2011,26.1073627,0,1.7,-1.7,349
"211","LKV_0020",2012,26.5473747,0,3.8,-1.7,210
"212","LKV_0020",2013,27.0167198,0,4.3,-2.7,215
"213","LKV_0020",2014,27.4860668,0,4.7,-1.1,256
"214","LKV_0020",2015,27.9554119,0,5.2,1.4,274
"215","LKV_0020",2016,25.9900265,0,5.2,-1.1,396
"216","LKV_0020",2017,25.9606915,0,4.3,-3.6,489
"217","LKV_0020",2018,25.4913464,0,4.3,-0.9,127
"218","LKV_0020",2019,24.904665,0,3.9,-2.5,364
"219","LKV_0020",2020,24.6699905,0,4.2,-0.9,220
"220","LKV_0020",2021,24.2299786,0,4.2,-1.3,173
"221","LKV_0021",2011,13.347023,0,1.6,-1.9,357
"222","LKV_0021",2012,13.8750362,0,3.7,-1.9,215
"223","LKV_0021",2013,14.7257261,0,4.2,-2.9,219
"224","LKV_0021",2014,15.1950722,0,4.6,-1.3,263
"225","LKV_0021",2015,15.6937523,0,5.1,1.2,280
"226","LKV_0021",2016,15.4590788,0,5.1,-1.3,404
"227","LKV_0021",2017,15.4884129,0,4.2,-3.8,501
"228","LKV_0021",2018,15.547081,0,4.2,-1.1,130
"229","LKV_0021",2019,14.7257261,0,3.8,-2.7,372
"230","LKV_0021",2020,14.7257261,0,4.1,-1,224
"231","LKV_0021",2021,15.547081,0,4.1,-1.4,177
"232","LKV_0022",2011,13.1416836,0,1.4,-2.1,359
"233","LKV_0022",2012,13.7577,0,3.6,-2,216
"234","LKV_0022",2013,14.2857141,0,4,-3.1,220
"235","LKV_0022",2014,14.5497217,0,4.4,-1.5,265
"236","LKV_0022",2015,14.6963921,0,4.9,1,282
"237","LKV_0022",2016,13.9043703,0,5,-1.5,407
"238","LKV_0022",2017,13.8163681,0,4.1,-4,505
"239","LKV_0022",2018,13.8163681,0,4,-1.3,131
"240","LKV_0022",2019,13.5816956,0,3.6,-2.8,374
"241","LKV_0022",2020,13.6696978,0,4,-1.2,226
"242","LKV_0022",2021,13.7283659,0,3.9,-1.6,178
"243","LKV_0023",2011,37.8703423,2.1413903,2.8,-1.1,254
"244","LKV_0023",2012,38.662365,2.1413903,5,-1.1,152
"245","LKV_0023",2013,39.3077164,2.1413903,5.4,-2.1,157
"246","LKV_0023",2014,39.8650627,2.1413903,5.8,-0.5,184
"247","LKV_0023",2015,41.0677605,2.1413903,6.3,2,200
"248","LKV_0023",2016,41.6837769,2.1413903,6.4,-0.5,291
"249","LKV_0023",2017,42.1237907,2.1413903,5.5,-3,356
"250","LKV_0023",2018,42.4464645,2.1413903,5.4,-0.3,93
"251","LKV_0023",2019,42.8571434,2.1413903,5,-1.9,261
"252","LKV_0023",2020,43.2091522,2.1413903,5.4,-0.2,161
"253","LKV_0023",2021,43.7078323,2.1413903,5.3,-0.6,125
"254","LKV_0024",2011,12.5843353,0,4.2,-0.2,180
"255","LKV_0024",2012,13.0830154,0,6.3,-0.2,108
"256","LKV_0024",2013,13.3763571,0,6.8,-1.2,112
"257","LKV_0024",2014,13.8163681,0,7.2,0.4,128
"258","LKV_0024",2015,14.5497217,0,7.7,2.9,141
"259","LKV_0024",2016,15.6937523,0,7.7,0.4,206
"260","LKV_0024",2017,15.8110886,0,6.8,-2.1,251
"261","LKV_0024",2018,15.9284248,0,6.8,0.6,65
"262","LKV_0024",2019,15.9577589,0,6.4,-1,183
"263","LKV_0024",2020,16.1337643,0,6.7,0.7,114
"264","LKV_0024",2021,16.3977699,0,6.7,0.3,88
"265","LKV_0025",2011,25.784687,0,1.7,-1.7,349
"266","LKV_0025",2012,25.9606915,0,3.8,-1.7,209
"267","LKV_0025",2013,26.1366978,0,4.3,-2.7,217
"268","LKV_0025",2014,26.5473747,0,4.7,-1.1,252
"269","LKV_0025",2015,27.3393955,0,5.2,1.4,275
"270","LKV_0025",2016,27.2807274,0,5.2,-1.1,400
"271","LKV_0025",2017,27.7207394,0,4.3,-3.6,487
"272","LKV_0025",2018,27.9554119,0,4.3,-0.9,128
"273","LKV_0025",2019,28.01408,0,3.9,-2.5,363
"274","LKV_0025",2020,28.1607513,0,4.2,-0.8,221
"275","LKV_0025",2021,28.9527721,0,4.2,-1.2,173
"276","LKV_0026",2011,18.216486,0,1.6,-1.7,351
"277","LKV_0026",2012,18.656498,0,3.8,-1.7,211
"278","LKV_0026",2013,18.8031673,0,4.2,-2.7,217
"279","LKV_0026",2014,19.5071869,0,4.6,-1.1,257
"280","LKV_0026",2015,20.3872108,0,5.1,1.4,277
"281","LKV_0026",2016,18.656498,0,5.2,-1.1,400
"282","LKV_0026",2017,19.125843,0,4.3,-3.6,492
"283","LKV_0026",2018,19.6245232,0,4.2,-0.9,128
"284","LKV_0026",2019,19.4778519,0,3.9,-2.5,367
"285","LKV_0026",2020,19.8005276,0,4.2,-0.9,221
"286","LKV_0026",2021,21.4725723,0,4.2,-1.3,175
"287","LKV_0027",2011,11.7923145,0,1.5,-1.9,356
"288","LKV_0027",2012,11.8803167,0,3.7,-1.9,213
"289","LKV_0027",2013,12.0269871,0,4.1,-2.9,218
"290","LKV_0027",2014,12.2029924,0,4.5,-1.3,263
"291","LKV_0027",2015,12.6430035,0,5,1.2,280
"292","LKV_0027",2016,11.9096508,0,5.1,-1.3,403
"293","LKV_0027",2017,12.2616606,0,4.2,-3.8,500
"294","LKV_0027",2018,12.4083309,0,4.1,-1.1,130
"295","LKV_0027",2019,11.9389849,0,3.8,-2.7,372
"296","LKV_0027",2020,12.1736584,0,4.1,-1,224
"297","LKV_0027",2021,14.667058,0,4.1,-1.4,177
"298","LKV_0028",2011,18.8031673,0.0293341,1.4,-2.1,357
"299","LKV_0028",2012,19.59519,0.0293341,3.6,-2,214
"300","LKV_0028",2013,19.9471989,0.0293341,4,-3.1,219
"301","LKV_0028",2014,20.3872108,0.0293341,4.4,-1.5,263
"302","LKV_0028",2015,20.5632153,0.0293341,4.9,1,280
"303","LKV_0028",2016,18.9498386,0.0293341,5,-1.5,405
"304","LKV_0028",2017,19.2725143,0.0293341,4,-4,502
"305","LKV_0028",2018,19.3311825,0.0293341,4,-1.3,131
"306","LKV_0028",2019,19.0378418,0.0293341,3.6,-2.8,372
"307","LKV_0028",2020,18.9498386,0.0293341,4,-1.2,225
"308","LKV_0028",2021,19.6831913,0.0293341,3.9,-1.6,177
"309","LKV_0029",2011,40.5984154,7.0401878,2.2,-1.5,292
"310","LKV_0029",2012,40.891758,7.0401878,4.3,-1.5,174
"311","LKV_0029",2013,41.7131119,7.0401878,4.8,-2.5,180
"312","LKV_0029",2014,42.4171295,7.0401878,5.2,-0.9,211
"313","LKV_0029",2015,43.7371674,7.0401878,5.7,1.6,229
"314","LKV_0029",2016,43.9718399,7.0401878,5.8,-0.9,333
"315","LKV_0029",2017,43.8251686,7.0401878,4.8,-3.4,409
"316","LKV_0029",2018,43.8545036,7.0401878,4.8,-0.7,106
"317","LKV_0029",2019,44.2651787,7.0401878,4.4,-2.3,300
"318","LKV_0029",2020,44.2651787,7.0401878,4.7,-0.7,184
"319","LKV_0029",2021,45.0865364,7.0401878,4.7,-1.1,143
"320","LKV_0030",2011,13.4350252,0,5,0.4,129
"321","LKV_0030",2012,13.6990318,0,7.1,0.4,77
"322","LKV_0030",2013,13.8457022,0,7.6,-0.6,81
"323","LKV_0030",2014,14.1097097,0,8,1,91
"324","LKV_0030",2015,14.5203876,0,8.5,3.5,102
"325","LKV_0030",2016,14.6963921,0,8.6,1,150
"326","LKV_0030",2017,14.6377239,0,7.6,-1.5,180
"327","LKV_0030",2018,14.6963921,0,7.6,1.2,47
"328","LKV_0030",2019,14.7843943,0,7.2,-0.4,131
"329","LKV_0030",2020,14.7257261,0,7.5,1.2,83
"330","LKV_0030",2021,15.0190668,0,7.5,0.8,63
"331","LKV_0031",2011,37.1076546,0.49868,3.2,-1,230
"332","LKV_0031",2012,36.2276344,0.49868,5.4,-0.9,146
"333","LKV_0031",2013,35.2009392,0.49868,5.9,-1.9,144
"334","LKV_0031",2014,34.7315941,0.49868,6.3,-0.3,167
"335","LKV_0031",2015,34.232914,0.49868,6.9,2.2,182
"336","LKV_0031",2016,34.643589,0.49868,6.9,-0.5,268
"337","LKV_0031",2017,34.0862427,0.49868,5.9,-2.8,323
"338","LKV_0031",2018,33.0595474,1.9360516,5.9,-0.1,89
"339","LKV_0031",2019,32.6782036,1.9360516,5.6,-1.7,253
"340","LKV_0031",2020,33.323555,1.9360516,5.9,-0.1,153
"341","LKV_0031",2021,37.1076546,1.9360516,5.9,-0.5,121
"342","LKV_0032",2011,24.8166618,0,3.2,-1,235
"343","LKV_0032",2012,24.6406574,0,5.4,-0.8,150
"344","LKV_0032",2013,23.9659729,0,5.9,-1.9,147
"345","LKV_0032",2014,23.4379578,0,6.4,-0.3,172
"346","LKV_0032",2015,22.8806095,0,6.9,2.2,186
"347","LKV_0032",2016,22.675272,0,6.9,-0.4,274
"348","LKV_0032",2017,22.3819294,0,5.9,-2.8,332
"349","LKV_0032",2018,22.1765919,0,6,0,91
"350","LKV_0032",2019,21.8832493,0,5.6,-1.7,259
"351","LKV_0032",2020,22.23526,0,5.9,-0.1,157
"352","LKV_0032",2021,22.9099445,0,5.9,-0.5,124
"353","LKV_0033",2011,12.0563211,0,3.3,-0.9,240
"354","LKV_0033",2012,11.997653,0,5.4,-0.8,152
"355","LKV_0033",2013,11.8803167,0,6,-1.8,149
"356","LKV_0033",2014,11.8509827,0,6.4,-0.2,176
"357","LKV_0033",2015,11.7043123,0,6.9,2.2,189
"358","LKV_0033",2016,11.9096508,0,7,-0.4,278
"359","LKV_0033",2017,11.7629805,0,6,-2.8,339
"360","LKV_0033",2018,11.9096508,0,6,0,93
"361","LKV_0033",2019,11.8216486,0,5.6,-1.7,264
"362","LKV_0033",2020,12.2323265,0,6,-0.1,159
"363","LKV_0033",2021,13.4350252,0,6,-0.5,126
"364","LKV_0034",2011,22.5579357,0,3.1,-0.8,281
"365","LKV_0034",2012,22.675272,0,5.3,-0.7,176
"366","LKV_0034",2013,22.9099445,0,5.8,-1.8,176
"367","LKV_0034",2014,23.3792896,0,6.2,-0.1,204
"368","LKV_0034",2015,23.4672928,0,6.8,2.3,222
"369","LKV_0034",2016,23.2912884,0,6.8,-0.3,326
"370","LKV_0034",2017,23.2619534,0,5.8,-2.7,396
"371","LKV_0034",2018,22.4992676,0,5.8,0.1,107
"372","LKV_0034",2019,22.23526,0,5.5,-1.6,304
"373","LKV_0034",2020,22.1179237,0,5.8,0,185
"374","LKV_0034",2021,22.7926083,0,5.8,-0.4,145
"375","LKV_0035",2011,23.9366379,0,2.8,-0.9,304
"376","LKV_0035",2012,23.7606335,0,5,-0.8,190
"377","LKV_0035",2013,23.2619534,0,5.5,-1.8,191
"378","LKV_0035",2014,23.4086246,0,5.9,-0.2,221
"379","LKV_0035",2015,23.1446171,0,6.4,2.3,241
"380","LKV_0035",2016,22.3819294,0,6.5,-0.3,353
"381","LKV_0035",2017,22.7339401,0,5.5,-2.7,428
"382","LKV_0035",2018,21.9125843,0,5.5,0,116
"383","LKV_0035",2019,21.8245811,0,5.1,-1.6,328
"384","LKV_0035",2020,21.2965679,0,5.5,0,200
"385","LKV_0035",2021,22.1765919,0,5.4,-0.4,157
"386","LKV_0036",2011,36.5796432,8.2428865,1.7,-1.6,348
"387","LKV_0036",2012,36.1982994,8.2428865,3.8,-1.6,209
"388","LKV_0036",2013,36.3743019,8.2428865,4.3,-2.6,218
"389","LKV_0036",2014,36.6969795,8.2428865,4.7,-1,251
"390","LKV_0036",2015,36.7263145,8.2428865,5.2,1.5,275
"391","LKV_0036",2016,36.4916382,8.2428865,5.3,-1.1,402
"392","LKV_0036",2017,36.1982994,8.2428865,4.3,-3.5,487
"393","LKV_0036",2018,35.7582855,8.2428865,4.3,-0.8,128
"394","LKV_0036",2019,35.4062767,8.2428865,3.9,-2.4,364
"395","LKV_0036",2020,34.9369316,8.2428865,4.3,-0.8,223
"396","LKV_0036",2021,34.4675865,8.2428865,4.2,-1.2,174
"397","LKV_0037",2011,41.9477844,0,1.7,-1.7,349
"398","LKV_0037",2012,41.9771194,0,3.8,-1.6,209
"399","LKV_0037",2013,41.9477844,0,4.3,-2.7,217
"400","LKV_0037",2014,41.9771194,0,4.7,-1.1,253
"401","LKV_0037",2015,42.0064545,0,5.2,1.4,275
"402","LKV_0037",2016,42.4464645,0,5.2,-1.1,399
"403","LKV_0037",2017,42.270462,0,4.3,-3.6,488
"404","LKV_0037",2018,42.241127,0,4.3,-0.9,128
"405","LKV_0037",2019,41.9477844,0,3.9,-2.5,364
"406","LKV_0037",2020,41.302433,0,4.2,-0.8,221
"407","LKV_0037",2021,40.891758,0,4.2,-1.2,174
"408","LKV_0038",2011,33.6755638,0,1.6,-1.8,351
"409","LKV_0038",2012,33.4115562,0,3.7,-1.7,210
"410","LKV_0038",2013,33.29422,0,4.2,-2.8,217
"411","LKV_0038",2014,33.2355537,0,4.6,-1.1,257
"412","LKV_0038",2015,33.1475525,0,5.1,1.3,277
"413","LKV_0038",2016,32.6195374,0,5.2,-1.2,400
"414","LKV_0038",2017,32.3555298,0,4.2,-3.7,493
"415","LKV_0038",2018,32.0915222,0,4.2,-0.9,129
"416","LKV_0038",2019,31.7101784,0,3.8,-2.5,368
"417","LKV_0038",2020,31.0061607,0,4.2,-0.9,222
"418","LKV_0038",2021,31.2701664,0,4.1,-1.3,175
"419","LKV_0039",2011,14.3737164,0,1.5,-1.9,354
"420","LKV_0039",2012,14.4323845,0,3.7,-1.9,212
"421","LKV_0039",2013,14.667058,0,4.1,-2.9,218
"422","LKV_0039",2014,14.8430624,0,4.5,-1.3,261
"423","LKV_0039",2015,15.4884129,0,5,1.2,279
"424","LKV_0039",2016,14.1683779,0,5.1,-1.3,402
"425","LKV_0039",2017,14.3150482,0,4.1,-3.8,498
"426","LKV_0039",2018,14.3150482,0,4.1,-1.1,130
